# Sum3>family>cath40
0.295	0.395	0.441	1.623	reseek3_fast
0.302	0.423	0.493	1.732	reseek3_sensitive

# Sum3>superfamilyx>cath40
SEPQ0.1	SEPQ1	SEPQ10	Sum3	algo
0.078	0.236	0.395	0.905	foldseek
0.121	0.259	0.282	0.913	reseek3_fast
0.127	0.294	0.337	1.032	reseek3_sensitive

# Sum3>superfamilyx>scop40
SEPQ0.1	SEPQ1	SEPQ10	Sum3	algo
0.176	0.330	0.466	1.314	foldseek
0.156	0.366	0.549	1.409	dali
0.263	0.355	0.438	1.496	reseek28_fast
0.216	0.361	0.555	1.529	tm
0.286	0.393	0.421	1.583	reseek3_fast
0.276	0.387	0.497	1.631	reseek28_sensitive
0.295	0.424	0.475	1.701	reseek3_sensitive

# Sum3>superfamilyx>scop40x
SEPQ0.1	SEPQ1	SEPQ10	Sum3	algo
0.303	0.405	0.530	1.743	foldseek
0.333	0.408	0.479	1.756	reseek28_fast
0.290	0.434	0.601	1.832	tm
0.368	0.437	0.441	1.833	reseek3_fast
0.344	0.430	0.520	1.854	reseek28_sensitive
0.389	0.477	0.493	1.987	reseek3_sensitive
0.334	0.466	0.630	1.997	dali

# SFFP>family>cath40
SFFP	algo
0.153	reseek3_fast
0.164	reseek3_sensitive
0.217	foldseek

# SFFP>family>scop40
SFFP	algo
0.304	reseek3_fast
0.311	reseek3_sensitive
0.317	reseek28_fast
0.337	foldseek
0.347	reseek28_sensitive
0.357	dali
0.360	tm

# SFFP>family>scop40x
SFFP	algo
0.527	reseek3_fast
0.536	reseek3_sensitive
0.587	reseek28_fast
0.588	foldseek
0.608	reseek28_sensitive
0.615	tm
0.634	dali

# SFFP>fold>cath40
SFFP	algo
0.012	reseek3_fast
0.013	foldseek
0.015	reseek3_sensitive

# SFFP>fold>scop40
SFFP	algo
0.196	reseek28_fast
0.221	reseek28_sensitive
0.230	foldseek
0.239	reseek3_fast
0.276	reseek3_sensitive
0.338	tm
0.346	dali

# SFFP>fold>scop40x
SFFP	algo
0.224	reseek28_fast
0.242	reseek28_sensitive
0.257	foldseek
0.271	reseek3_fast
0.312	reseek3_sensitive
0.378	tm
0.397	dali

# SFFP>superfamily>cath40
SFFP	algo
0.208	reseek3_fast
0.217	foldseek
0.231	reseek3_sensitive

# SFFP>superfamily>scop40
SFFP	algo
0.354	reseek28_fast
0.363	reseek3_fast
0.385	foldseek
0.393	reseek28_sensitive
0.396	reseek3_sensitive
0.447	tm
0.486	dali

# SFFP>superfamily>scop40x
SFFP	algo
0.398	reseek3_fast
0.402	reseek28_fast
0.419	foldseek
0.433	reseek28_sensitive
0.434	reseek3_sensitive
0.493	tm
0.541	dali

# SFFP>superfamilyx>cath40
SFFP	algo
0.252	reseek3_fast
0.294	reseek3_sensitive
0.309	foldseek

# SFFP>superfamilyx>scop40
SFFP	algo
0.380	reseek28_fast
0.390	reseek3_fast
0.428	reseek28_sensitive
0.432	foldseek
0.432	reseek3_sensitive
0.534	tm
0.555	dali

# SFFP>superfamilyx>scop40x
SFFP	algo
0.425	reseek3_fast
0.434	reseek28_fast
0.469	reseek28_sensitive
0.469	reseek3_sensitive
0.475	foldseek
0.587	tm
0.626	dali

# PR90>family>cath40
PR90	algo
0.1728	reseek3_fast
0.1796	reseek3_sensitive
0.2013	foldseek

# PR90>family>scop40
PR90	algo
0	foldseek
0	reseek28_fast
0	reseek28_sensitive
0	reseek3_fast
0	reseek3_sensitive
0	tm
0.0002575	dali

# PR90>family>scop40x
PR90	algo
0.05771	dali
0.09115	foldseek
0.2172	reseek28_fast
0.218	reseek28_sensitive
0.2449	tm
0.3467	reseek3_fast
0.3469	reseek3_sensitive

# PR90>fold>cath40
PR90	algo
0.0154	reseek3_fast
0.02087	reseek3_sensitive
0.02242	foldseek

# PR90>fold>scop40
PR90	algo
0.1862	reseek28_fast
0.2051	foldseek
0.2089	reseek28_sensitive
0.281	dali
0.2919	reseek3_fast
0.3047	tm
0.3432	reseek3_sensitive

# PR90>fold>scop40x
PR90	algo
0.2149	reseek28_fast
0.228	reseek28_sensitive
0.2639	foldseek
0.3435	reseek3_fast
0.3806	dali
0.4161	reseek3_sensitive
0.4221	tm

# PR90>superfamily>cath40
PR90	algo
0.2013	foldseek
0.2506	reseek3_fast
0.2846	reseek3_sensitive

# PR90>superfamily>scop40
PR90	algo
0.1503	dali
0.2288	foldseek
0.2429	tm
0.3393	reseek28_fast
0.3706	reseek28_sensitive
0.3755	reseek3_fast
0.406	reseek3_sensitive

# PR90>superfamily>scop40x
PR90	algo
0.1668	dali
0.2636	tm
0.2694	foldseek
0.3814	reseek28_fast
0.4025	reseek28_sensitive
0.4124	reseek3_fast
0.4475	reseek3_sensitive

# PR90>superfamilyx>cath40
PR90	algo
0.2815	reseek3_fast
0.337	reseek3_sensitive
0.3558	foldseek

# PR90>superfamilyx>scop40
PR90	algo
0.3556	foldseek
0.3756	reseek28_fast
0.406	tm
0.4091	dali
0.4169	reseek3_fast
0.4187	reseek28_sensitive
0.4606	reseek3_sensitive

# PR90>superfamilyx>scop40x
PR90	algo
0.4224	reseek28_fast
0.4275	foldseek
0.4412	reseek3_fast
0.4504	reseek28_sensitive
0.4757	tm
0.4932	reseek3_sensitive
0.5126	dali

# Top3>topfold>cath40
TEPQ0.001	TEPQ0.01	TEPQ0.1	Top3	algo
0.002	0.011	0.254	0.274	foldseek
0.003	0.022	0.320	0.359	reseek3_fast
0.003	0.023	0.327	0.367	reseek3_sensitive
0.003	0.023	0.331	0.372	reseek3_verysensitive

# Top3>topfold>scop40
TEPQ0.001	TEPQ0.01	TEPQ0.1	Top3	algo
0.003	0.020	0.202	0.237	foldseek
0.005	0.033	0.191	0.250	dali
0.007	0.059	0.242	0.345	reseek28_fast
0.005	0.039	0.294	0.363	tm
0.008	0.066	0.257	0.372	reseek28_sensitive
0.009	0.061	0.277	0.386	reseek3_fast
0.009	0.062	0.274	0.386	reseek3_sensitive
0.009	0.063	0.275	0.387	reseek3_verysensitive

# Top3>topfold>scop40x
TEPQ0.001	TEPQ0.01	TEPQ0.1	Top3	algo
0.030	0.077	0.250	0.425	reseek28_sensitive
0.029	0.084	0.251	0.435	reseek28_fast
0.030	0.106	0.219	0.437	dali
0.032	0.089	0.253	0.451	foldseek
0.014	0.098	0.299	0.475	tm
0.047	0.109	0.301	0.559	reseek3_sensitive
0.047	0.109	0.302	0.560	reseek3_verysensitive
0.044	0.112	0.309	0.565	reseek3_fast

# Top3>topsf>scop40
TEPQ0.001	TEPQ0.01	TEPQ0.1	Top3	algo
0.083	0.255	0.597	1.146	dali
0.162	0.307	0.578	1.362	foldseek
0.176	0.340	0.591	1.452	tm
0.192	0.439	0.688	1.730	reseek3_fast
0.192	0.439	0.690	1.732	reseek3_sensitive
0.192	0.439	0.691	1.733	reseek3_verysensitive
0.255	0.450	0.655	1.840	reseek28_fast
0.257	0.451	0.673	1.863	reseek28_sensitive

# Top3>topsf>scop40x
TEPQ0.001	TEPQ0.01	TEPQ0.1	Top3	algo
0.019	0.161	0.503	0.783	tm
0.067	0.156	0.568	0.937	dali
0.096	0.208	0.510	1.014	foldseek
0.138	0.344	0.605	1.396	reseek28_fast
0.139	0.347	0.622	1.421	reseek28_sensitive
0.194	0.455	0.649	1.719	reseek3_sensitive
0.194	0.454	0.650	1.719	reseek3_verysensitive
0.201	0.458	0.645	1.735	reseek3_fast

# Rank
metric	reseek28_fast	foldseek	dali	reseek28_sensitive	reseek3_fast	tm	reseek3_sensitive	reseek3_verysensitive
Sum3>family>cath40		1			3		2	
Sum3>family>scop40	5	6	7	2	4	3	1	
Sum3>family>scop40x	5	6	7	4	2	3	1	
Sum3>fold>cath40		3			2		1	
Sum3>fold>scop40	6	7	4	5	3	2	1	
Sum3>fold>scop40x	7	5	1	6	4	3	2	
Sum3>superfamily>cath40		3			2		1	
Sum3>superfamily>scop40	4	6	7	2	3	5	1	
Sum3>superfamily>scop40x	4	5	7	3	2	6	1	
Sum3>superfamilyx>cath40		3			2		1	
Sum3>superfamilyx>scop40	5	7	6	2	3	4	1	
Sum3>superfamilyx>scop40x	6	7	1	3	4	5	2	
SFFP>family>cath40		1			3		2	
SFFP>family>scop40	5	4	2	3	7	1	6	
SFFP>family>scop40x	5	4	1	3	7	2	6	
SFFP>fold>cath40		2			3		1	
SFFP>fold>scop40	7	5	1	6	4	2	3	
SFFP>fold>scop40x	7	5	1	6	4	2	3	
SFFP>superfamily>cath40		2			3		1	
SFFP>superfamily>scop40	7	5	1	4	6	2	3	
SFFP>superfamily>scop40x	6	5	1	4	7	2	3	
SFFP>superfamilyx>cath40		1			3		2	
SFFP>superfamilyx>scop40	7	3	1	5	6	2	3	
SFFP>superfamilyx>scop40x	6	3	1	4	7	2	4	
PR90>family>cath40		1			3		2	
PR90>family>scop40	2	2	1	2	2	2	2	
PR90>family>scop40x	5	6	7	4	2	3	1	
PR90>fold>cath40		1			3		2	
PR90>fold>scop40	7	6	4	5	3	2	1	
PR90>fold>scop40x	7	5	3	6	4	1	2	
PR90>superfamily>cath40		3			2		1	
PR90>superfamily>scop40	4	6	7	3	2	5	1	
PR90>superfamily>scop40x	4	5	7	3	2	6	1	
PR90>superfamilyx>cath40		1			3		2	
PR90>superfamilyx>scop40	6	7	4	2	3	5	1	
PR90>superfamilyx>scop40x	7	6	1	4	5	3	2	
Top3>topfold>cath40		4			3		2	1
Top3>topfold>scop40	6	8	7	4	2	5	2	1
Top3>topfold>scop40x	7	5	6	8	1	4	3	2
Top3>topsf>scop40	2	7	8	1	5	6	4	3
Top3>topsf>scop40x	5	6	7	4	1	8	2	2
median	6	5	4	4	3	3	2	2

# RankNoSFFP
metric	dali	foldseek	reseek28_fast	tm	reseek28_sensitive	reseek3_fast	reseek3_verysensitive	reseek3_sensitive
Sum3>family>cath40		1				3		2
Sum3>family>scop40	7	6	5	3	2	4		1
Sum3>family>scop40x	7	6	5	3	4	2		1
Sum3>fold>cath40		3				2		1
Sum3>fold>scop40	4	7	6	2	5	3		1
Sum3>fold>scop40x	1	5	7	3	6	4		2
Sum3>superfamily>cath40		3				2		1
Sum3>superfamily>scop40	7	6	4	5	2	3		1
Sum3>superfamily>scop40x	7	5	4	6	3	2		1
Sum3>superfamilyx>cath40		3				2		1
Sum3>superfamilyx>scop40	6	7	5	4	2	3		1
Sum3>superfamilyx>scop40x	1	7	6	5	3	4		2
PR90>family>cath40		1				3		2
PR90>family>scop40	1	2	2	2	2	2		2
PR90>family>scop40x	7	6	5	3	4	2		1
PR90>fold>cath40		1				3		2
PR90>fold>scop40	4	6	7	2	5	3		1
PR90>fold>scop40x	3	5	7	1	6	4		2
PR90>superfamily>cath40		3				2		1
PR90>superfamily>scop40	7	6	4	5	3	2		1
PR90>superfamily>scop40x	7	5	4	6	3	2		1
PR90>superfamilyx>cath40		1				3		2
PR90>superfamilyx>scop40	4	7	6	5	2	3		1
PR90>superfamilyx>scop40x	1	6	7	3	4	5		2
Top3>topfold>cath40		4				3	1	2
Top3>topfold>scop40	7	8	6	5	4	2	1	2
Top3>topfold>scop40x	6	5	7	4	8	1	2	3
Top3>topsf>scop40	8	7	2	6	1	5	3	4
Top3>topsf>scop40x	7	6	5	8	4	1	2	2
median	6.5	5	5	4	3.5	3	2	1

# RankPValues
algo_a	algo_b	n_cells	p_value
dali	foldseek	28	0.004196
dali	reseek28_fast	28	0.04291
dali	reseek28_sensitive	28	0.7659
dali	reseek3_fast	28	0.8363
dali	reseek3_sensitive	28	0.02029
dali	reseek3_verysensitive	4	0.09751
dali	tm	28	0.1143
foldseek	reseek28_fast	28	0.6941
foldseek	reseek28_sensitive	28	0.002068
foldseek	reseek3_fast	41	0.04434
foldseek	reseek3_sensitive	41	5.589e-06
foldseek	reseek3_verysensitive	5	0.05676
foldseek	tm	28	4.194e-05
reseek28_fast	reseek28_sensitive	28	9.161e-06
reseek28_fast	reseek3_fast	28	0.0006042
reseek28_fast	reseek3_sensitive	28	1.001e-05
reseek28_fast	reseek3_verysensitive	4	0.1975
reseek28_fast	tm	28	0.001379
reseek28_sensitive	reseek3_fast	28	0.8172
reseek28_sensitive	reseek3_sensitive	28	0.001965
reseek28_sensitive	reseek3_verysensitive	4	0.2693
reseek28_sensitive	tm	28	0.4461
reseek3_fast	reseek3_sensitive	41	5.489e-07
reseek3_fast	reseek3_verysensitive	5	0.4076
reseek3_fast	tm	28	0.5949
reseek3_sensitive	reseek3_verysensitive	5	0.07186
reseek3_sensitive	tm	28	0.02567
reseek3_verysensitive	tm	4	0.1003

# RankNoSFFPPValues
algo_a	algo_b	n_cells	p_value
dali	foldseek	20	0.2609
dali	reseek28_fast	20	0.985
dali	reseek28_sensitive	20	0.05333
dali	reseek3_fast	20	0.007511
dali	reseek3_sensitive	20	0.0005002
dali	reseek3_verysensitive	4	0.09751
dali	tm	20	0.03577
foldseek	reseek28_fast	20	0.1204
foldseek	reseek28_sensitive	20	0.001362
foldseek	reseek3_fast	29	0.0003352
foldseek	reseek3_sensitive	29	1.076e-05
foldseek	reseek3_verysensitive	5	0.05676
foldseek	tm	20	0.001348
reseek28_fast	reseek28_sensitive	20	0.0002634
reseek28_fast	reseek3_fast	20	0.0008002
reseek28_fast	reseek3_sensitive	20	0.0001448
reseek28_fast	reseek3_verysensitive	4	0.1975
reseek28_fast	tm	20	0.0927
reseek28_sensitive	reseek3_fast	20	0.08928
reseek28_sensitive	reseek3_sensitive	20	0.000957
reseek28_sensitive	reseek3_verysensitive	4	0.2693
reseek28_sensitive	tm	20	0.5563
reseek3_fast	reseek3_sensitive	29	8.306e-05
reseek3_fast	reseek3_verysensitive	5	0.4076
reseek3_fast	tm	20	0.04557
reseek3_sensitive	reseek3_verysensitive	5	0.07186
reseek3_sensitive	tm	20	0.0002312
reseek3_verysensitive	tm	4	0.1003

